traffic_id,date_time,city,area,vehicle_count,avg_speed_kmh,accident_count,congestion_level,road_condition,visibility_m
10139.0,2024-02-17 10:00,London,Kensington,3914.0,113.8462032663111,6.0,Low,Wet,1803.0
10140.0,2024-02-17T11:00Z,London,Camden,1811.0,22.399783027723736,1.0,,Wet,1428.0
10141.0,17/02/2024 12PM,,Chelsea,928.0,,8.0,High,Snowy,3708.0
10142.0,2024-02-17 13:00,,,337.0,95.57397293111795,4.0,High,,5053.0
10143.0,2024-02-17 14:00,London,Chelsea,1829.0,10.585499850304984,10.0,,Snowy,7166.0
10144.0,2024-02-17T15:00Z,London,Camden,327.0,3.7936753212295966,9.0,High,Dry,1105.0
10145.0,TBD,,Southwark,1665.0,-8.845584456788213,5.0,High,Damaged,2314.0
10146.0,17/02/2024 05PM,London,Chelsea,1768.0,3.424878649939778,7.0,High,,9818.0
10147.0,2024-02-17 18:00,,Camden,375.0,71.88001350374783,2.0,Medium,Wet,661.0
10148.0,2024-02-17 19:00,London,Southwark,2890.0,112.26262264893629,10.0,Medium,,3492.0
10149.0,17/02/2024 08PM,,Kensington,2937.0,17.308921334782596,5.0,High,Wet,8597.0
10150.0,2024-02-17 21:00,London,Chelsea,4695.0,75.9719332872745,6.0,Low,Snowy,383.0
10151.0,2024-02-17T22:00Z,London,Chelsea,3313.0,63.528162074251796,2.0,Low,,
10152.0,17/02/2024 11PM,London,Camden,1999.0,95.79194240248592,7.0,,Wet,
10153.0,2024-02-18T00:00Z,,Islington,1577.0,34.650520643716476,6.0,Medium,Dry,8055.0
10154.0,18/02/2024 01AM,,Camden,4308.0,50.35052940791772,2.0,,Damaged,
10155.0,18/02/2024 02AM,,Islington,4527.0,112.93833463236776,10.0,,Snowy,8924.0
10156.0,2024-02-18 03:00,,,,13.714565894261076,0.0,Low,Snowy,
10157.0,2024-02-18 04:00,London,Camden,4685.0,41.02049608620394,0.0,Medium,Dry,20249.0
10158.0,18/02/2024 05AM,,Southwark,643.0,14.875042042285544,8.0,,Damaged,2342.0
10159.0,2024-02-18T06:00Z,,,685.0,95.5318434288102,,,Damaged,7381.0
10160.0,18/02/2024 07AM,,Southwark,3333.0,103.34851272332732,0.0,,Snowy,7394.0
10161.0,2024-02-18T08:00Z,,Islington,622.0,105.80554561617137,1.0,Medium,Dry,2920.0
10162.0,2024-02-18T09:00Z,,,3532.0,53.28112724393809,1.0,High,,2536.0
10163.0,18/02/2024 10AM,London,Camden,,111.99256141894277,,High,,844.0
10164.0,18/02/2024 11AM,London,Islington,1964.0,56.83948648551285,10.0,High,Damaged,8251.0
10165.0,18/02/2024 12PM,London,,23.0,14.994723766367212,8.0,High,Damaged,
10166.0,2024-02-18 13:00,,Islington,3914.0,118.35573396276567,10.0,,,8577.0
10167.0,2024-02-18T14:00Z,London,Islington,,4.475784976362274,7.0,Low,Damaged,4623.0
10168.0,2024-02-18 15:00,,,645.0,12.86016443292026,7.0,,Wet,1726.0
10169.0,2024-02-18T16:00Z,,,20218.0,109.53652674181527,3.0,Medium,Dry,4447.0
10170.0,2024-02-18T17:00Z,London,Chelsea,1518.0,-16.04765272326239,10.0,High,Snowy,7381.0
10171.0,2024-02-18T18:00Z,London,Southwark,2344.0,78.60920208742063,4.0,Medium,Dry,6056.0
10172.0,18/02/2024 07PM,London,,650.0,40.11487501827974,10.0,High,Damaged,1939.0
10173.0,2024-02-18T20:00Z,,Southwark,949.0,69.17118899127966,5.0,High,Snowy,1485.0
10174.0,2024-02-18 21:00,London,Southwark,2229.0,52.3289241575676,7.0,,Dry,3133.0
10175.0,18/02/2024 10PM,,Southwark,3130.0,90.89194635373525,3.0,,,43267.0
10176.0,18/02/2024 11PM,,Camden,2053.0,117.13626214544348,6.0,,,2271.0
10177.0,2024-02-19 00:00,London,Camden,4964.0,,2.0,High,Snowy,28186.0
10178.0,19/02/2024 01AM,London,Islington,3812.0,74.69625777933899,,High,Dry,1386.0
10179.0,19/02/2024 02AM,,,3451.0,112.90241212375726,10.0,,Dry,6694.0
10180.0,19/02/2024 03AM,,Camden,3128.0,58.67114443007476,6.0,High,Snowy,5442.0
10181.0,2024-02-19 04:00,London,Islington,1656.0,61.97347721599722,4.0,Medium,,3694.0
10182.0,19/02/2024 05AM,London,Camden,1491.0,60.401350368962625,39.0,,,7612.0
10183.0,2024-02-19 06:00,,Kensington,452.0,-3.628220509235284,4.0,,Wet,2579.0
10184.0,2024-02-19T07:00Z,,,941.0,97.40139185107361,2.0,,,
10185.0,2024-02-19T08:00Z,London,Islington,506.0,3.016269450357576,0.0,Medium,Snowy,
10186.0,19/02/2024 09AM,,Camden,4991.0,35.88127553264276,5.0,High,,33158.0
10187.0,19/02/2024 10AM,London,Southwark,4690.0,,7.0,Low,Snowy,5960.0
10188.0,2024-02-19T11:00Z,,Islington,1415.0,67.59691697630254,4.0,Low,Dry,9166.0
10189.0,19/02/2024 12PM,,,2061.0,102.27248669105917,4.0,,Wet,6412.0
10190.0,19/02/2024 01PM,,Southwark,3852.0,4.388190154835824,5.0,Low,,194.0
10191.0,19/02/2024 02PM,London,Southwark,2934.0,100.74803151774763,31.0,High,Damaged,3483.0
10192.0,2024-02-19T15:00Z,,Chelsea,155.0,94.33199984806991,10.0,Low,Wet,9301.0
10193.0,2024-02-19T16:00Z,,Southwark,3746.0,84.0559608336893,6.0,Low,Snowy,36565.0
10194.0,2024-02-19T17:00Z,London,Chelsea,794.0,115.02181541736064,4.0,Medium,Snowy,5043.0
10195.0,19/02/2024 06PM,,Southwark,4124.0,85.45741218780257,8.0,,,23911.0
10196.0,2024-02-19T19:00Z,,Southwark,1418.0,-13.099374536733622,9.0,High,Snowy,3421.0
10197.0,2024-02-19T20:00Z,London,,1244.0,38.24108383246302,9.0,Low,Wet,8894.0
10198.0,2024-02-19 21:00,,Kensington,3458.0,30.05358021263334,2.0,Low,Dry,6608.0
10199.0,19/02/2024 10PM,,Chelsea,1910.0,17.08013829445493,7.0,Medium,Snowy,9766.0
10200.0,2024-02-19 23:00,,Kensington,2937.0,22.103460943900284,,High,Wet,5397.0
10201.0,2024-02-20T00:00Z,,Islington,1208.0,81.05519232231762,5.0,Low,Damaged,4049.0
10202.0,20/02/2024 01AM,London,Southwark,460.0,95.11925875182004,2.0,,Snowy,21866.0
10203.0,2024-02-20T02:00Z,London,Camden,406.0,16.702679213605585,31.0,High,Wet,5273.0
10204.0,2024-02-20 03:00,London,,,79.85137677869183,3.0,Medium,Damaged,3613.0
10205.0,20/02/2024 04AM,,,15758.0,89.73858347324672,4.0,High,Damaged,3894.0
10206.0,20/02/2024 05AM,London,Camden,3007.0,45.59135822591035,,,,6686.0
10207.0,20/02/2024 06AM,London,Kensington,390.0,114.8680246781941,9.0,High,Damaged,2366.0
10208.0,20/02/2024 07AM,,Chelsea,1329.0,-1.4951980937223013,6.0,Medium,Damaged,
11107.0,2024-02-20T08:00Z,London,Chelsea,4784.0,89.74682826982178,4.0,Medium,Snowy,
10210.0,2024-02-20 09:00,London,,2191.0,55.52802126913206,6.0,High,Dry,4177.0
10211.0,2024-02-20 10:00,London,Kensington,4777.0,64.67146522247981,6.0,Medium,Wet,284.0
10212.0,2024-02-20T11:00Z,,Camden,696.0,,54.0,,,1467.0
10213.0,20/02/2024 12PM,,Camden,511.0,89.82357354013239,0.0,,Damaged,
10214.0,20/02/2024 01PM,London,Camden,13779.0,32.43118190531031,0.0,Medium,Wet,20499.0
10215.0,2024-02-20 14:00,London,Islington,4682.0,26.538230151914412,7.0,,Damaged,7566.0
10216.0,2024-02-20 15:00,London,Camden,4359.0,19.483108888495867,10.0,Medium,Damaged,20504.0
10217.0,2024-02-20 16:00,,Southwark,1194.0,22.041067120393592,7.0,High,Damaged,2323.0
10218.0,20/02/2024 05PM,London,Kensington,1439.0,88.08483157059737,9.0,Medium,Wet,7833.0
10219.0,2024-02-20 18:00,London,Kensington,308.0,97.89352348124633,7.0,,Damaged,902.0
10220.0,20/02/2024 07PM,,Kensington,4955.0,36.486360442743546,3.0,Low,,5720.0
10221.0,2024-02-20T20:00Z,,Southwark,2176.0,69.75470838649558,10.0,Medium,Snowy,6452.0
10222.0,2024-02-20T21:00Z,London,Southwark,,113.43531419060908,3.0,High,Wet,8850.0
10223.0,2024-02-20T22:00Z,,Islington,741.0,6.234109022567662,7.0,Low,Snowy,6859.0
10224.0,32/13/2025 25:61,,Chelsea,2386.0,82.90120392668221,10.0,,Snowy,9597.0
10225.0,21/02/2024 12AM,,Southwark,560.0,64.58150512974385,2.0,Low,Dry,1544.0
10226.0,2024-02-21 01:00,London,,197.0,11.444497403763465,1.0,Low,Snowy,43907.0
10227.0,2024-02-21 02:00,,Southwark,4160.0,75.3987426354459,9.0,Low,Wet,7924.0
10228.0,2024-02-21T03:00Z,London,Southwark,247.0,119.22067745257745,5.0,Medium,Damaged,5567.0
10229.0,2024-02-21T04:00Z,London,Kensington,2990.0,95.71158957287189,7.0,Low,,5169.0
10230.0,2024-02-21T05:00Z,London,,19633.0,-8.390421887016576,,,Snowy,3505.0
10231.0,TBD,London,Kensington,3502.0,119.58339927181069,2.0,,,245.0
10232.0,2024-02-21T07:00Z,,Chelsea,,97.18321733568342,4.0,,Wet,627.0
10233.0,21/02/2024 08AM,,Chelsea,301.0,12.381710273173493,0.0,Medium,Damaged,8896.0
10234.0,2024-02-21T09:00Z,London,Southwark,1843.0,-3.8397971718143253,0.0,High,Snowy,7937.0
10235.0,2099-00-00 99:99,,Kensington,3927.0,115.5936173891662,10.0,,Dry,2362.0
10236.0,21/02/2024 11AM,,Kensington,2360.0,43.45936446332062,10.0,Low,,4933.0
10237.0,21/02/2024 12PM,London,Camden,2364.0,78.9095389910987,0.0,Medium,Dry,7814.0
10238.0,21/02/2024 01PM,,Islington,2649.0,-5.695041441808723,5.0,Low,Dry,107.0
10239.0,2024-02-21T14:00Z,London,Camden,2340.0,62.076297343059984,8.0,,Snowy,
10240.0,2024-02-21 15:00,London,,4583.0,73.58533734230079,10.0,,Dry,9044.0
10241.0,2024-02-21T16:00Z,London,,3046.0,44.486799409315374,2.0,,Damaged,1782.0
10242.0,32/13/2025 25:61,London,Chelsea,12703.0,32.33337282127798,3.0,,Wet,5747.0
10243.0,2024-02-21T18:00Z,London,Islington,4646.0,77.71938583721585,2.0,Medium,,5184.0
10244.0,2024-02-21 19:00,,Kensington,4636.0,26.799382093012028,6.0,Low,,2485.0
10245.0,2024-02-21T20:00Z,London,Islington,1981.0,-10.357912094120747,0.0,Medium,,9031.0
10246.0,21/02/2024 09PM,London,Chelsea,1475.0,109.3016411881612,7.0,Medium,Snowy,4924.0
10247.0,2024-02-21 22:00,,Southwark,586.0,11.022168358603782,9.0,High,Damaged,1552.0
10248.0,2024-02-21T23:00Z,,,2412.0,68.04112737060836,4.0,High,,3163.0
10249.0,2024-02-22 00:00,,Camden,20089.0,102.41269881204879,0.0,,,7693.0
10250.0,2024-02-22 01:00,,Camden,18148.0,99.37171720429157,5.0,Low,Damaged,9842.0
10251.0,22/02/2024 02AM,London,Southwark,2240.0,55.026067408867505,1.0,,Wet,9000.0
10252.0,2024-02-22T03:00Z,,Camden,21307.0,96.85543730161307,1.0,Low,Snowy,3431.0
10253.0,2024-02-22T04:00Z,,Kensington,3432.0,114.77840539421014,0.0,Medium,Damaged,7446.0
10254.0,22/02/2024 05AM,,Southwark,146.0,93.0256589339993,9.0,Low,Dry,8531.0
10255.0,22/02/2024 06AM,London,Kensington,1402.0,76.83071167239389,7.0,High,,5993.0
10256.0,2024-02-22T07:00Z,London,Islington,138.0,70.87654195645217,,High,,7173.0
10257.0,22/02/2024 08AM,London,Chelsea,4517.0,83.70557861156165,7.0,Low,,8690.0
10258.0,22/02/2024 09AM,,Chelsea,898.0,83.76341002693809,3.0,Low,Wet,7618.0
10259.0,2024-02-22 10:00,London,Islington,4064.0,21.41973710447838,4.0,Medium,Damaged,8890.0
10260.0,22/02/2024 11AM,London,Kensington,2149.0,83.64316659455827,4.0,Medium,Damaged,3040.0
10261.0,2024-02-22T12:00Z,,Chelsea,1639.0,-3.799723850334285,,,Wet,9561.0
10262.0,2024-02-22T13:00Z,,Southwark,3028.0,58.02911356356809,0.0,Low,Wet,37831.0
10263.0,2024-02-22 14:00,London,Kensington,265.0,105.3951643485591,6.0,Low,Wet,1917.0
10264.0,32/13/2025 25:61,London,Kensington,3338.0,62.988177225960676,3.0,Low,Dry,3475.0
10265.0,2024-02-22 16:00,,Kensington,2146.0,22.500913504395704,5.0,,Snowy,8885.0
,2024-02-22T17:00Z,,Kensington,4251.0,104.80000559615756,8.0,High,Dry,381.0
10267.0,22/02/2024 06PM,London,Southwark,2164.0,,8.0,,Damaged,7193.0
10268.0,2024-02-22 19:00,London,Kensington,4772.0,67.97804506658993,8.0,High,Wet,6211.0
10269.0,22/02/2024 08PM,London,Kensington,3380.0,105.27071932019754,4.0,Low,Dry,5115.0
10270.0,TBD,,Islington,2387.0,69.13067177384318,3.0,Medium,Snowy,2976.0
10271.0,2024-02-22T22:00Z,London,Chelsea,1564.0,114.5023632701581,0.0,,Snowy,9910.0
10272.0,2024-02-22 23:00,London,Kensington,3409.0,83.94152126353906,6.0,,Wet,669.0
10273.0,2024-02-23T00:00Z,,Kensington,308.0,-11.026980300223094,7.0,,Damaged,2597.0
10274.0,23/02/2024 01AM,London,Camden,814.0,43.02239862347599,2.0,High,Snowy,
10275.0,2024-02-23 02:00,London,Chelsea,4442.0,6.19546679790821,5.0,Low,Wet,849.0
10276.0,,London,Camden,3931.0,79.21072506224473,3.0,Medium,Snowy,1287.0
10277.0,2024-02-23 04:00,,,129.0,6.44850444309226,5.0,Medium,,3453.0
10278.0,2024-02-23T05:00Z,,Chelsea,943.0,26.488590338526176,6.0,High,,23935.0
10279.0,2024-02-23 06:00,London,Southwark,3449.0,37.357920548204405,10.0,Low,Dry,618.0
10280.0,2024-02-23T07:00Z,London,,991.0,32.77940119231504,3.0,Medium,Snowy,4441.0
,2024-02-23 08:00,London,Southwark,3740.0,4.985853757029278,9.0,Low,Damaged,30327.0
10282.0,2024-02-23T09:00Z,,Islington,61.0,92.65174356510549,10.0,Low,Wet,2529.0
10283.0,23/02/2024 10AM,,Camden,1624.0,29.512658875969134,6.0,,Dry,8638.0
10284.0,2024-02-23T11:00Z,London,Kensington,149.0,32.141493341514405,1.0,,Wet,7925.0
10285.0,2099-00-00 99:99,London,Islington,4213.0,39.79716442117576,6.0,Medium,Dry,5581.0
10286.0,23/02/2024 01PM,London,Camden,317.0,32.8404990058209,7.0,,,8684.0
10287.0,2024-02-23T14:00Z,London,Kensington,173.0,118.03922910837592,7.0,Low,Wet,8876.0
10288.0,2024-02-23T15:00Z,London,Kensington,4165.0,,4.0,High,Wet,7175.0
10289.0,2024-02-23T16:00Z,London,Kensington,3682.0,64.08605980606603,2.0,Low,Dry,9937.0
10290.0,2024-02-23 17:00,,Islington,1477.0,52.72723852995145,4.0,High,Damaged,1911.0
10291.0,2024-02-23T18:00Z,,Chelsea,3005.0,7.72780459252915,,,Damaged,1809.0
10292.0,Invalid,London,Chelsea,491.0,39.31844377471155,0.0,,,4349.0
10293.0,2024-02-23 20:00,London,Southwark,3601.0,104.66265972414519,,Low,,8216.0
10294.0,23/02/2024 09PM,,Southwark,2664.0,,,Low,Damaged,8671.0
10295.0,2024-02-23T22:00Z,London,Camden,3565.0,13.000576188516197,6.0,Medium,,4889.0
10296.0,2024-02-23 23:00,,Chelsea,1278.0,34.846924724550334,5.0,Medium,Snowy,656.0
10297.0,24/02/2024 12AM,London,Islington,2231.0,92.28954338660081,6.0,High,Wet,7540.0
10298.0,2024-02-24 01:00,,Southwark,2746.0,36.61487977874214,8.0,Low,Damaged,32510.0
10299.0,2024-02-24T02:00Z,London,Camden,2381.0,-15.399262629951124,5.0,Medium,Snowy,2399.0
10300.0,2024-02-24T03:00Z,London,Southwark,16218.0,73.48704712961167,27.0,,Wet,1381.0
10301.0,24/02/2024 04AM,London,Camden,3932.0,61.11712432071534,6.0,High,Snowy,2287.0
10302.0,24/02/2024 05AM,London,Southwark,2508.0,27.5887763009134,10.0,Medium,Dry,3183.0
10303.0,24/02/2024 06AM,London,Southwark,3831.0,71.7802061485986,8.0,Medium,Wet,511.0
10304.0,2024-02-24T07:00Z,,Chelsea,2610.0,56.84791836025334,3.0,Medium,Dry,
10305.0,2024-02-24T08:00Z,London,Camden,824.0,110.75887334369251,3.0,,Damaged,
10306.0,24/02/2024 09AM,London,Kensington,2777.0,34.24671269139924,8.0,Low,Damaged,229.0
10307.0,24/02/2024 10AM,London,Chelsea,3302.0,21.167506443357496,3.0,High,Damaged,
10308.0,24/02/2024 11AM,,Camden,1038.0,95.35280014656803,9.0,Low,Damaged,25377.0
10309.0,24/02/2024 12PM,,Chelsea,4446.0,84.27940362384128,10.0,High,Dry,7027.0
10310.0,2024-02-24 13:00,,Southwark,753.0,34.10057125882399,9.0,Medium,,25530.0
10311.0,2024-02-24 14:00,,Kensington,3421.0,117.1961284493635,6.0,High,Damaged,7230.0
10312.0,24/02/2024 03PM,,Kensington,4718.0,42.04785608249317,0.0,Low,Snowy,4610.0
10313.0,24/02/2024 04PM,,Southwark,3738.0,65.39452961474036,7.0,High,Snowy,6304.0
10314.0,24/02/2024 05PM,London,Islington,73.0,56.236347399333724,0.0,High,Wet,3020.0
10315.0,2024-02-24 18:00,,Camden,4179.0,86.7382165309267,0.0,,Wet,1755.0
10316.0,2024-02-24T19:00Z,London,Southwark,185.0,,1.0,Low,Snowy,2418.0
10317.0,2024-02-24 20:00,London,Islington,2519.0,26.79288917802225,4.0,Low,Wet,6921.0
10318.0,2024-02-24 21:00,,Kensington,4788.0,72.06326723423422,,High,Wet,720.0
10319.0,Invalid,London,Chelsea,318.0,32.81016861312597,5.0,Medium,Damaged,8145.0
10320.0,2024-02-24T23:00Z,,Southwark,432.0,,4.0,Low,Dry,1585.0
10321.0,2024-02-25T00:00Z,,Southwark,,52.73228851902995,5.0,Medium,Wet,9743.0
10322.0,2024-02-25T01:00Z,London,,3168.0,27.06036174581934,5.0,High,Wet,7609.0
10323.0,2024-02-25 02:00,,Islington,,30.888428197100016,9.0,Medium,,2300.0
10324.0,25/02/2024 03AM,,Camden,2921.0,14.27331666517089,2.0,Low,Wet,5439.0
10325.0,2024-02-25T04:00Z,,Southwark,3716.0,16.320738900091236,0.0,Medium,Damaged,3062.0
10326.0,2024-02-25T05:00Z,London,,4580.0,48.63528345607174,8.0,,Damaged,6322.0
10327.0,2024-02-25T06:00Z,,Islington,3205.0,49.43315951975294,2.0,,,3655.0
10328.0,2024-02-25 07:00,,,4545.0,86.36230553896068,1.0,,Damaged,20605.0
10329.0,2024-02-25T08:00Z,London,Chelsea,1080.0,36.31277077514504,9.0,Medium,Snowy,4693.0
10330.0,25/02/2024 09AM,London,Camden,4907.0,72.40978157728496,3.0,,Dry,5313.0
10331.0,25/02/2024 10AM,,Kensington,2564.0,-8.12800610739422,9.0,Low,Snowy,2195.0
10332.0,2024-02-25 11:00,London,,1982.0,-4.54979422143966,0.0,,Snowy,6075.0
10333.0,2024-02-25T12:00Z,London,Camden,2485.0,15.876447153655752,7.0,High,,6953.0
10334.0,2024-02-25 13:00,,Camden,4154.0,51.75141348608964,0.0,Low,Wet,5251.0
10335.0,2024-02-25 14:00,London,,,87.79154619023512,1.0,Medium,Dry,6947.0
10336.0,2024-02-25T15:00Z,London,Chelsea,1520.0,80.68300842767347,4.0,Medium,Damaged,4569.0
10337.0,2024-02-25 16:00,,Camden,1015.0,51.87855636334879,0.0,High,Damaged,
10338.0,TBD,,Camden,324.0,76.84676671704966,5.0,High,Dry,3121.0
10339.0,25/02/2024 06PM,London,Kensington,961.0,60.17741895162127,9.0,Low,Snowy,24288.0
10340.0,2024-02-25T19:00Z,London,Islington,,105.22343021783907,10.0,Medium,Dry,1857.0
10341.0,2024-02-25T20:00Z,,Camden,3832.0,35.547208393561,5.0,High,Dry,6094.0
10342.0,25/02/2024 09PM,London,Camden,3308.0,93.84607823295192,,Low,Dry,4396.0
10343.0,25/02/2024 10PM,,Chelsea,4613.0,105.46015841028385,7.0,Medium,Dry,3860.0
10344.0,2024-02-25T23:00Z,,,3031.0,47.3785552656385,0.0,Medium,Snowy,957.0
10345.0,26/02/2024 12AM,London,Kensington,2022.0,61.420850302806485,3.0,Low,,1325.0
10346.0,2024-02-26 01:00,,Kensington,2503.0,19.801090740096676,4.0,Medium,Dry,2606.0
10347.0,2024-02-26 02:00,,Camden,2923.0,-14.849731879192955,8.0,,Snowy,7600.0
10348.0,2024-02-26T03:00Z,,Islington,25.0,71.67102557855262,,High,Snowy,101.0
10349.0,26/02/2024 04AM,London,,1414.0,16.097636923848697,2.0,High,Dry,5735.0
10350.0,32/13/2025 25:61,,Camden,770.0,42.90261608713564,7.0,Medium,Wet,9869.0
10351.0,2024-02-26T06:00Z,,Islington,1424.0,93.35394416744627,10.0,Low,Dry,2711.0
10352.0,,London,Southwark,991.0,86.83055904548361,6.0,,Dry,1032.0
10353.0,2024-02-26T08:00Z,,Chelsea,1611.0,24.075774701682395,10.0,,Dry,9967.0
10354.0,26/02/2024 09AM,London,Chelsea,4590.0,90.94283524117672,,,Damaged,2579.0
10355.0,26/02/2024 10AM,,,1167.0,,8.0,,Wet,47813.0
10356.0,2024-02-26T11:00Z,,Southwark,3868.0,24.298607140957266,8.0,Medium,Dry,770.0
10357.0,2024-02-26 12:00,,Chelsea,1174.0,96.81831793678576,2.0,Medium,Snowy,8662.0
10358.0,26/02/2024 01PM,London,Southwark,742.0,,6.0,Low,Snowy,3720.0
10359.0,2024-02-26T14:00Z,,Southwark,2620.0,119.41852233909268,2.0,Low,,5999.0
10360.0,2024-02-26T15:00Z,,,4197.0,44.44135867915517,7.0,,Damaged,2046.0
10361.0,26/02/2024 04PM,London,Chelsea,1259.0,7.957959753154532,7.0,,Snowy,8301.0
10362.0,2024-02-26 17:00,,Camden,4382.0,108.973114923383,9.0,,Snowy,
10363.0,26/02/2024 06PM,London,Camden,1167.0,-16.31453337765381,6.0,High,Wet,5713.0
10364.0,26/02/2024 07PM,London,Chelsea,2722.0,21.94685764726272,6.0,Low,Dry,
10365.0,2024-02-26T20:00Z,,Camden,1127.0,117.743655196574,7.0,,Snowy,
10366.0,26/02/2024 09PM,London,Kensington,420.0,54.5500821097431,7.0,High,Snowy,3509.0
10367.0,26/02/2024 10PM,London,Camden,4097.0,40.38068713751594,10.0,High,,3094.0
10368.0,26/02/2024 11PM,London,,24616.0,44.425470543698786,5.0,,Snowy,7029.0
10369.0,27/02/2024 12AM,London,Camden,1568.0,59.55233450697963,1.0,Low,,7421.0
10370.0,27/02/2024 01AM,London,Chelsea,3528.0,56.647213109202134,2.0,Medium,Dry,5551.0
10371.0,27/02/2024 02AM,,Southwark,1358.0,75.80823404305407,2.0,Medium,,3394.0
10372.0,27/02/2024 03AM,,Camden,1978.0,81.93410920942797,4.0,,Snowy,4336.0
10373.0,2024-02-27 04:00,,Chelsea,4868.0,63.708885699100925,0.0,,Wet,6092.0
10374.0,2024-02-27 05:00,,Chelsea,15120.0,-3.38122001555287,2.0,Medium,Damaged,1533.0
10375.0,2024-02-27T06:00Z,London,,3890.0,93.35624414990619,3.0,High,Wet,1253.0
10376.0,27/02/2024 07AM,London,,673.0,113.09723869544958,,Low,,2157.0
10377.0,2024-02-27 08:00,,Camden,2833.0,43.848890869282904,1.0,Medium,Dry,9250.0
10378.0,2024-02-27T09:00Z,,Chelsea,1472.0,61.370041126886065,2.0,Medium,,2841.0
10379.0,2024-02-27T10:00Z,,Islington,4692.0,105.58323072709454,4.0,Medium,Snowy,1134.0
10380.0,27/02/2024 11AM,,Islington,1138.0,60.98402152387841,8.0,,Snowy,6513.0
10381.0,27/02/2024 12PM,,Islington,4103.0,10.025989648061412,2.0,Low,Wet,25990.0
10382.0,27/02/2024 01PM,,,3952.0,18.378215777406805,,High,Wet,1961.0
10383.0,Invalid,London,Camden,619.0,80.253467837758,3.0,Low,Dry,9359.0
10384.0,2024-02-27T15:00Z,,Kensington,2005.0,88.19534449854724,7.0,Low,Damaged,4154.0
10385.0,2024-02-27T16:00Z,London,Kensington,1164.0,,1.0,High,Dry,23127.0
10386.0,27/02/2024 05PM,,Chelsea,3855.0,86.58180050710637,5.0,High,,9686.0
10387.0,2024-02-27 18:00,,Camden,6.0,37.158905614440506,5.0,,Damaged,7854.0
10388.0,2024-02-27T19:00Z,,Islington,1743.0,79.60704203481417,2.0,Medium,,4062.0
10389.0,2024-02-27 20:00,,Camden,3323.0,38.75896316551929,9.0,High,Snowy,9115.0
10390.0,2024-02-27T21:00Z,,Chelsea,788.0,,5.0,High,Wet,2887.0
10391.0,2024-02-27T22:00Z,London,Camden,2096.0,111.37022105561921,9.0,,Damaged,2949.0
10392.0,2024-02-27T23:00Z,,Southwark,555.0,,4.0,Low,Dry,1651.0
10393.0,28/02/2024 12AM,,Kensington,1087.0,15.770939231185626,0.0,High,,9990.0
10394.0,2024-02-28T01:00Z,,Chelsea,4795.0,60.69875895710811,6.0,Medium,Dry,5314.0
10395.0,2024-02-28T02:00Z,London,Kensington,4455.0,54.128671287967904,5.0,Medium,,810.0
10396.0,28/02/2024 03AM,,Camden,2404.0,24.436335427144513,8.0,Medium,,6581.0
10397.0,Invalid,,Chelsea,16836.0,114.7432210254135,4.0,,Snowy,41404.0
10398.0,2024-02-28T05:00Z,,Kensington,3516.0,45.883674594464125,3.0,High,Wet,3822.0
10399.0,2099-00-00 99:99,London,Islington,3188.0,94.29235014413449,5.0,,Damaged,9165.0
10400.0,2024-02-28 07:00,London,,1824.0,16.147130762403187,,Medium,Damaged,4969.0
10401.0,28/02/2024 08AM,London,Camden,4129.0,28.82809996583091,2.0,Medium,Snowy,8014.0
10402.0,2024-02-28 09:00,London,Southwark,4936.0,48.860040043286276,0.0,High,,23362.0
10403.0,2024-02-28 10:00,,Chelsea,,19.698986516726798,4.0,High,Wet,9009.0
10404.0,28/02/2024 11AM,,,12190.0,,,Low,,649.0
10405.0,2024-02-28 12:00,London,Southwark,153.0,85.27856337218768,5.0,High,Dry,8936.0
10406.0,2024-02-28 13:00,,Chelsea,350.0,90.52783206122052,5.0,,Wet,6928.0
10407.0,2024-02-28 14:00,London,Kensington,1006.0,26.644020957098768,2.0,High,,5771.0
10408.0,Invalid,London,Chelsea,3284.0,112.31198963630568,10.0,High,,4027.0
10409.0,2024-02-28T16:00Z,London,Southwark,2925.0,14.245169087574515,2.0,Low,Wet,9555.0
10410.0,28/02/2024 05PM,London,Kensington,3738.0,82.5171259622917,5.0,Medium,Damaged,7326.0
10411.0,2024-02-28T18:00Z,London,,1431.0,82.03068142473721,8.0,Medium,Dry,2242.0
10412.0,28/02/2024 07PM,London,Kensington,2710.0,5.491060437310143,9.0,Medium,Damaged,1923.0
10413.0,2099-00-00 99:99,London,Islington,692.0,-19.919882458429328,2.0,Low,Dry,8195.0
10414.0,2024-02-28 21:00,London,Camden,1998.0,45.3958949466433,9.0,,,8989.0
10415.0,28/02/2024 10PM,,Islington,4387.0,48.60957622812398,5.0,,Wet,7618.0
10416.0,28/02/2024 11PM,,Islington,3027.0,,3.0,Low,Snowy,5761.0
10417.0,2024-02-29 00:00,London,Chelsea,3037.0,62.175526396632876,4.0,,Damaged,2816.0
10418.0,2024-02-29T01:00Z,,Chelsea,740.0,35.83884886617182,4.0,High,Dry,9421.0
10419.0,2024-02-29T02:00Z,,Camden,3648.0,30.095507134197792,10.0,High,Damaged,
10420.0,2024-02-29 03:00,,Camden,4314.0,117.91485772446296,59.0,High,Damaged,1360.0
10421.0,Invalid,,Islington,4260.0,83.92939625539677,0.0,Medium,Dry,6247.0
